serial,wage,nonlaborinc,hoursworked
3859,29.038462,32005,2600
3860,13.736263,19102,3640
3861,18.518518,3000,594
3862,16.666666,0,2040
3863,36.98225,5608,2704
3864,14.16122,90513,918
3865,7.8125,35405,1664
3870,31.631731,46800,1040
3871,18.028847,4864,1664
3903,25,10000,400
3904,20,23000,2600
3905,24.038462,207,2080
3906,22.035257,14,2496
3909,35.096153,30,2080
3914,9.6153851,20000,2080
3915,21.634615,89000,2080
3917,21.153847,300242,2080
3919,54.326923,70,2080
3922,3.8461537,1,3640
3928,36.53846,5040,2600
3929,38.46154,516,2080
3930,31.25,4330,2080
3931,0,67051,1560
3932,14.792899,70818,3380
3935,34.343433,43292,495
3937,14.423077,520,2080
3939,24.609615,50605,2080
3940,8.333333,242986,720
3946,34.134617,25200,2080
3947,15.480769,35050,2080
3948,10.096154,21,2080
3958,44.471153,245,2080
3965,63.247864,10017,2340
3973,14,0,2912
3979,64.102562,212793,2340
3980,12.019231,13064,2080
3985,36.53846,5040,2600
3987,67.307693,15594,2080
3991,9.2307692,0,1040
3992,55.28846,361686,4160
3993,53.60577,87030,2080
3995,55.76923,10035,2600
3997,11.111111,0,1440
3998,30.128204,104140,3120
4006,60.096153,223,2080
4011,12.019231,63009,2080
4020,30.76923,100008,2340
4021,60.096153,49902,2080
4024,45.454544,22294,1760
4026,36.057693,105735,2080
4027,18.343195,75118,3380
4030,45.833332,168302,480
4032,64.369659,24200,1872
4035,38.888889,135808,90
4036,43.26923,337,2080
4040,28.846153,10700,2080
4044,72.115387,17000,2080
4045,9.2307692,27888,2600
4049,45.673077,40275,2080
4050,20.192308,0,2080
4053,0,93618,2000
4057,14.423077,35000,2080
4059,59.82906,10030,2340
4062,10.416667,20000,480
4065,48.076923,0,2080
4066,52.884617,0,2080
4067,16.826923,137219,2080
4070,12.993763,0,1924
4071,12.019231,0,2080
4072,20.673077,53002,2080
4079,7.5757575,0,1716
4081,72.115387,110002,2080
4083,62.393162,201020,2340
4089,53.846153,479,2600
4090,0,56460,2600
4092,24.166666,44060,1200
4093,21.634615,37000,2080
4097,32.692307,67163,2080
4099,7.6923075,3002,1560
4102,14.229615,0,2600
4105,33.173077,0,2080
4107,25,1265,200
4108,36.382538,21020,1924
4111,65.865387,20,2080
4114,26.223776,115,2288
4115,98.290596,0,2340
4116,26.709402,12318,2340
4117,19.23077,0,2080
4120,25.735294,150556,2448
4121,101.64835,48201,3640
4123,56.965813,44522,2340
4126,0,1000130,3380
4128,16.826923,60002,2080
4130,51.923077,119002,2600
4131,32.692307,98081,2080
4132,0,62000,2080
4133,14.423077,91057,2080
4134,47.115383,6,2080
4137,16.483517,18726,1820
4140,23.076923,60605,2600
4141,44.71154,77000,2080
4144,29.326923,5316,2080
4145,40.865383,0,2080
4146,0,117999,2080
4148,42.307693,45084,2600
4149,29.807692,106051,2080
4151,19.711538,44011,2080
4154,0,178500,1820
4155,20.79002,3,1924
4168,24.038462,14416,2080
4170,11.153846,21979,2600
4179,48.076923,0,2080
4182,12.943787,15,2704
4191,21.634615,0,2080
4205,28.846153,1,2080
4206,20,0,1440
4208,68.68132,120030,1820
4209,39.01099,215437,1820
4210,38.46154,66879,2080
4212,0,216562,2080
4219,11.904762,1600,1260
4220,0,437249,30
4221,40.598289,54675,2340
4224,11.538462,17000,2340
4225,55.28846,62981,4160
4229,89.743591,130068,3120
4230,18.391609,20,2860
4232,24.038462,279288,2080
4235,33.653847,122880,2080
4237,25,201717,200
4238,38.46154,3550,2080
4240,33.653847,375,2080
4242,75.925926,193550,2160
4244,49.03846,158262,2080
4245,72.115387,0,2080
4246,22.435898,11500,3120
4247,0,19000,1560
4248,0,34020,1560
4249,128.20512,50782,3120
4250,102.16346,184250,1664
4253,59.294872,100500,3120
4254,17.628204,20220,3120
4256,55.28846,10481,2080
4257,72.115387,1100,2080
4259,10.576923,8000,2080
4260,9.7222223,0,1440
4261,115.38461,1030,2600
4266,7.6923075,55,1300
4267,66.58654,65245,2080
4268,106.83761,30467,2340
4269,26.627218,50015,2704
4271,25,24402,2600
4272,26.041666,9600,960
4273,7.5,20000,1600
4274,19.231731,66,2080
4275,107.30769,65251,2600
4276,11.153846,100,2600
4277,14.423077,30815,2080
4278,8.8461542,144245,2600
4279,48.076923,54164,3120
4281,0,250298,2080
4282,64.102562,80632,3120
4283,20.673077,120029,2080
4284,25.700962,34048,2080
4288,37.5,16290,2080
4289,28.846153,43018,2080
4290,16.863905,39000,3380
4291,38.46154,83050,2600
4292,24.038462,40032,2080
4294,43.26923,75000,2080
4296,49.145298,10288,2340
4324,69.602272,90148,1760
4325,69.71154,700,2080
4328,46.153847,15242,2600
4329,20.192308,60000,2080
4333,80,135222,2500
4335,53.846153,42020,2600
4336,57.692307,156995,2080
4338,27.350428,6076,2340
4342,86.324783,8154,2340
4346,7.8983517,0,1456
4351,43.26923,27732,2080
4356,36.057693,22562,2080
4359,0,85000,2080
4362,22.884615,9005,2600
4364,134.61539,288,4160
4367,26.442308,80563,2080
4368,9.6153851,51001,2080
4370,22.115385,10,2080
4372,59.615383,10020,2600
4373,22.222221,5,2340
4377,18.681318,60040,1820
4380,36.057693,16,2080
4381,48.076923,55004,2080
4382,158.65384,64610,2080
4383,51.282051,81730,2340
4386,5.4166665,20002,1200
4387,38.46154,85110,1664
4388,29.91453,65062,2340
4390,64.102562,491924,2340
4392,21.428572,12695,1820
4401,24.4,30024,1000
4403,15.182186,23109,1976
4405,17.094017,65542,2340
4406,19.78022,0,3640
4407,31.264744,8766,3120
4408,10.989011,9035,728
4409,45.673077,16,2080
4411,16.826923,0,2080
4412,49.51923,0,2080
4413,6.25,40040,2080
4414,48.076923,60064,2080
4415,10.416667,8001,1440
4416,25,71105,2080
4418,64.102562,46256,2340
4419,26.041666,95240,960
4421,60.096153,71000,2080
4424,35.096153,288,2080
4425,19.047436,45,2340
4426,54.296093,1244,1280
4431,10.576923,77137,2080
4432,52.884617,1206,2080
4434,32.692307,440010,2080
4435,76.92308,855,3120
4436,28.846153,91200,1560
4438,35.096153,15,2080
4440,47.5,60069,2080
4463,10.159652,0,2756
4465,48.076923,162175,2080
4466,16,4,2080
4467,57.692307,57189,2080
4468,13.513514,0,1480
4469,36.057693,15533,2080
4470,39.375,204762,1600
4473,96.153847,662,2080
4476,34.615383,72,2600
4479,28.671329,26048,2860
4483,15,48994,2080
4484,13.235294,157918,680
4488,26.442308,55400,2080
4491,120.19231,75882,2080
4492,14.903846,20788,1040
4493,38.46154,280381,2860
4494,29.807692,155768,3120
4498,32.051281,61877,2340
4503,0,172811,2080
4513,3.1111112,5900,225
4514,48.076923,25522,2080
4516,93.589745,0,3120
4518,37.5,75020,2080
4527,24.038462,38025,2080
4533,28.846153,14768,2080
4542,42.307693,25081,2080
4545,53.846153,300,2080
4546,24.038462,1600,1040
4549,48.076923,120082,1248
4550,38.46154,150043,2080
4552,57.692307,50289,2080
4553,30.048077,6692,2496
4555,20.242914,12000,1976
4560,15.384615,21003,1560
4561,26.442308,-5000,2080
4563,26.442308,99144,2080
4565,22.307692,68502,1300
4568,14.86014,4004,2288
4569,32.692307,90243,2080
4571,0,37549,1820
4572,39.423077,9,2080
4573,34.965034,150,2860
4577,56.965813,6045,2340
4587,38.095238,72570,1680
4591,19.23077,80821,1040
4592,49.679485,40069,3120
4600,35,51500,2600
4602,8,7752,2080
4604,13.461538,114670,2080
4606,12.019231,140350,2080
4609,33.216782,99230,2860
4610,29.167757,183000,2444
4611,34.615383,19069,2080
4612,13.221154,9441,832
4614,14.423077,40090,2080
4616,16.346153,5495,2080
4617,57.692307,69012,2080
4618,21.634615,103523,2080
4620,30.76923,90872,2600
4623,48.076923,6300,2080
4625,9.1346149,200,2080
4626,57.692307,42776,2600
4627,7.6923075,0,2080
4628,11.538462,0,2080
4629,0,52004,2040
4630,11.538462,6144,2080
4631,15.625,44188,640
4632,21.153847,97163,2080
4668,12.5,18358,2080
4672,31.468531,250,2860
4673,24.038462,5675,4160
4675,27.065527,0,1404
4680,14.615385,0,1300
4681,47.802197,2050,1820
4682,27.72436,590,3120
4684,23.076923,6448,1300
4697,36.111111,1,720
4698,42.307693,1097,2080
4699,63.374485,134000,1215
4705,30.687397,75000,2444
4706,36.057693,0,2080
4710,26.875,2485,2080
4714,23.214285,90,1120
4718,44.615383,15125,2600
4721,51.923077,13232,2080
4723,19.23077,275,2600
4724,39.868668,1720,2132
4725,80.128204,1300,3120
4726,51.282051,12,2340
4727,52.884617,74320,2080
4728,9.232955,2520,1408
4730,45.673077,76000,2080
4731,10.285714,0,1820
4733,29.67033,132373,1820
4734,12.019231,0,2080
4735,13.461538,43800,2080
4740,6.25,13200,320
4743,24.038462,25000,2080
4745,48.173077,223141,2080
4747,21.634615,0,2080
4750,360.57693,1259,2080
4752,28.846153,415,2080
4753,30.76923,104042,2600
4754,13.313609,0,3380
4755,63.46154,14114,2600
4757,15.384615,0,1820
4758,45.673077,106282,2080
4760,8.6538458,26200,2080
4761,18.75,42819,2080
4764,11.538462,0,1560
4765,0,561,60
4779,20.192308,68000,2080
4790,48.076923,101168,2080
4791,27.1875,65017,320
4818,18.75,80,2080
4819,30,5000,160
4820,19.23077,3600,2080
4821,35.7906,1,1872
4823,19.23077,40000,1456
4825,19.711538,19600,2080
4827,7.6923075,0,2080
4828,16.826923,0,2080
4829,21.978022,5756,1820
4831,13.3,14830,600
4833,21.153847,43,2080
4837,7.2115383,16862,1040
4839,28.846153,57016,2080
4840,14.539904,0,2080
4842,14.423077,27,2080
4852,10.15625,1858,1280
4856,88.034187,770,2340
4860,81.730766,2051,4160
4863,53.365383,161104,2080
4864,32.867134,5291,2860
4865,0,135799,1600
4869,48.076923,62800,1040
4871,24.816851,14253,2184
4873,31.25,26,2080
4874,4.1666665,53000,600
4879,7.2115383,7262,2080
4885,7.6923075,1000,1040
4887,12.019231,0,2080
4896,6.25,0,2080
4899,0,25150,1440
4900,19.23077,45020,2340
4901,9.1346149,0,2080
4902,37.606838,18045,2340
4905,50,32180,2080
4907,31.25,37905,1600
4910,15.384615,6,2080
4911,21.666666,76967,300
4918,36.057693,52442,2080
4920,12.5,53008,2600
4926,21.111111,2611,1800
4930,28.846153,69000,2080
4933,18.365385,56001,2080
4941,52.884617,75,2080
4942,8.5470085,55607,585
4946,48.557693,42200,2080
4947,37.179485,90009,1560
4951,18.589743,117505,1560
4955,62.5,5,800
4961,16.4,0,2500
4967,0,6801,1600
4969,50.607288,1162,2964
4970,16.420361,2551,1218
4972,25.48077,25004,2080
4974,19.23077,75022,2080
4975,30,77778,2080
4977,14.041514,288,3276
4978,32.051281,155949,2340
4981,36.057693,75324,2080
4999,10,6604,120
5008,42.735043,124124,2340
5013,32.222221,100925,2700
5014,9.943182,30001,1760
5015,8.5576925,9000,1040
5016,36.057693,62423,2080
5018,25,120557,1640
5019,33.653847,0,2080
5020,16.826923,0,2080
5021,19.23077,7800,3120
5022,19.42502,78100,1287
5024,11.538462,3841,1300
5025,28.40909,60220,2288
5026,16.02564,32800,1872
5027,76.92308,1923,2600
5036,2.8571429,912,1820
5040,32.968132,6,1820
5057,24.038462,0,2080
5064,15.384615,4050,2080
5070,30,2,2600
5072,12.820513,2,1560
5074,12.019231,0,2080
5077,13.125,22100,1600
5078,16.826923,0,2080
5079,13.009049,2000,884
5080,11,20800,2080
5081,23.170732,64600,1640
5082,100,55400,144
5089,28.846153,0,2080
5090,10.576923,0,2080
5091,21.370001,13662,800
5094,19.23077,48320,2080
5096,1.9230769,10000,1560
5097,17.797619,360,1680
5100,58.974358,106208,1560
5111,470.08505,415158,2340
5117,105.76923,10814,1040
5124,11.217949,18566,1248
5127,16.826923,32005,2080
5129,10.489511,0,1716
5133,9.0811968,960,1872
5135,12.362638,44000,2912
5139,19.23077,858,2080
5143,10,0,2080
5146,3.8461537,46640,1040
5150,31.25,20,2080
5151,48.076923,45171,2080
5152,15.384615,28099,2080
5153,7.6923075,10200,1300
5154,26.442308,12000,1248
5155,31.25,18027,2080
5158,0,14000,2600
5159,24.134615,25341,2080
5161,16.826923,115540,2080
5162,22.115385,3000,2080
5169,73.333336,43005,600
5173,23.846153,63,2600
5177,28.846153,2,832
5179,22.435898,17517,1560
5181,20.129869,55057,1540
5182,17.788462,106972,2080
5188,14.423077,6450,2704
5196,80,5902,3250
5198,66.666664,130417,300
5200,38.46154,71368,2600
5202,38.46154,0,780
5203,18.75,2224,2080
5205,30.76923,24161,1820
5206,7.0512819,158,3120
5216,76.92308,65288,130
5217,52.884617,1270,2080
5221,43.26923,351,2080
5222,74.519234,75,2080
5225,36.057693,40025,2080
5227,17.692308,73000,1300
5229,12.5,9618,2080
5230,6.0439563,2400,1820
5232,22.802198,16273,2184
5239,17.307692,0,2080
5242,16.02564,3,1872
5249,19.23077,20,2080
5251,16.826923,20,2080
5252,21.428572,56000,28
5256,14.423077,8400,2080
5258,13.736263,500,1820
5261,26.442308,6600,2080
5266,10,53715,120
5270,0,145090,780
5271,72.115387,84100,2080
5275,34.615383,432,2080
5278,39.903847,55415,2080
5279,14.285714,10,1750
5285,27.884615,51727,2080
5286,19.23077,2420,2080
5290,23.076923,17,2600
5291,18.26923,47750,2080
5304,11,0,945
5310,41.497974,62002,1976
5314,48.076923,333407,2080
5316,27.777779,28103,2340
5317,21.153847,51920,2080
5318,19.23077,25500,2080
5319,21.923077,6,2600
5320,44.23077,82950,2600
5324,36.539425,80,2080
5325,0,50000,2080
5327,26.442308,65006,2080
5330,60.096153,3604,2080
5331,23.504274,125012,2340
5333,64.102562,750,2340
5336,19.711538,10,2080
5337,34.313725,51000,2040
5338,28.846153,49325,2080
5341,0,60017,2704
5342,14.430015,14044,1386
5343,432.69232,50000,2080
5345,19.23077,200017,2080
5347,48.076923,1782,2080
5348,4.6153846,1082000,2600
5349,50.48077,78004,2080
5363,0,94017,2500
5372,33.333332,65608,2340
5374,13.333333,58025,300
5376,36.111111,55510,1440
5377,33.653847,23589,2080
5378,32.692307,69024,2600
5381,37.037037,224560,1890
5384,14.423077,0,2080
5385,10.836667,12,600
5386,36.324787,106284,2340
5387,15.384615,5,2080
5390,18.26923,60538,2080
5391,16.666666,0,1800
5393,16.826923,17600,2080
5394,16.826923,60058,2080
5395,16.826923,5454,2080
5408,21.634615,50,2080
5415,15.865385,22000,2080
5419,100,151844,36
5420,44.71154,65844,2080
5422,46.27404,46978,1664
5425,38.46154,80023,520
5428,20.673077,0,2080
5429,144.23077,4802,2080
5437,16.826923,40008,2080
5438,30.048077,11532,2496
5442,6.7307692,12801,2080
5443,3.75,15783,1600
5445,21.153847,19000,2080
5449,10.857142,98587,1750
5453,32.692307,7165,2080
5458,31.316801,794,1976
5461,0,54000,2860
5463,24.038462,2021,2080
5468,48.076923,6576,2080
5470,14.182693,3,2080
5472,43.26923,0,2080
5473,9.375,0,1920
5476,38.46154,85034,2600
5477,24.038462,0,2080
5479,14.423077,2,2080
5482,0,150168,2704
5485,21.634615,63090,2080
5487,14.423077,44010,1872
5488,12.019231,2610,1664
5489,15.384615,3264,2080
5490,10,8796,258
5501,11.217949,71098,624
5502,46.153847,50003,2080
5503,18.846153,11812,2600
5506,17.307692,17873,2080
5512,0,173680,2080
5513,11.057693,0,2080
5515,42.735897,55000,2340
5516,24.725275,60408,2184
5517,21.634615,5,2080
5518,35.264423,81114,2080
5519,7.6923075,100005,1560
5522,11,68577,500
5523,11.188811,5500,2860
5527,23.461538,0,2080
5543,9.3623486,3800,1976
5546,39.01099,125018,1820
5548,32.051281,75178,1872
5549,43.367348,8000,1960
5552,22.527473,30702,1820
5553,64.903847,43246,2080
5554,42.78846,48680,2080
5555,43.26923,62015,2080
5557,43.26923,7020,2080
5558,40.384617,72504,2080
5559,17.307692,6002,2080
5561,137.73389,33914,1924
5562,37.01923,157253,2080
5563,29.807692,17625,2080
5564,10.989011,0,1820
5567,22.377623,11180,2860
5569,28.846153,123,2080
5571,29.120878,60012,1820
5579,21.634615,100150,2080
5582,21.502884,38041,2080
5598,18.518518,25004,540
5608,26.709402,11000,2340
5618,14.367816,0,1044
5619,51.442307,9925,2080
5622,136.36363,24058,440
5625,8.7912092,93307,1820
5634,19.23077,50004,2080
5637,19.78022,213515,1820
5638,32.051281,99066,3120
5656,8.2423077,55102,1820
5658,28.846153,9659,2080
5663,25.961538,25026,2080
5664,14.957265,108122,2340
5665,16.875,0,1600
5672,16.722408,14,2392
5673,19.23077,2930,2600
5680,9.6153851,43000,2080
5681,35.714287,0,1120
5685,33.653847,77002,2080
5687,48.076923,81550,2080
5696,14.423077,14,2080
5699,5.177515,9,2704
5702,2.0408163,76655,1960
5705,22.435898,251,3120
5706,31.25,85813,1920
5716,7.6923075,43248,2080
5718,21.826923,3507,1040
5719,8.6461916,13640,814
5724,9.6153851,1,1560
5734,62.5,120000,2080
5735,45.238094,60100,1680
5736,16.373627,60406,1820
5746,5.7692308,60320,2080
5753,42.307693,60000,2080
5755,12,1,2600
5760,7.5714288,9362,280
5768,24.839743,86056,2496
5771,50,12024,1200
5774,24.038462,26004,832
5775,15.688259,5,1976
5776,12.087913,49197,1820
5777,47.008549,1020,2340
5784,12.424501,29400,2808
5785,17.142857,8796,700
5786,27.777779,3005,2340
5787,43.26923,2,2080
5790,15,2766,1600
5791,0,22068,1820
5792,16.642012,95004,2704
5793,55.28846,76010,2080
5795,47.36842,70299,1520
5796,34.065933,53371,1820
5800,24.038462,30244,2080
5801,19.23077,61555,2080
5807,13.141026,288,3120
5814,25,132022,2080
5816,6.875,7,2080
5818,14.880953,25625,840
5819,28.846153,30,2080
5822,12.5,28937,400
5825,38.46154,0,2080
5828,33.653847,36501,2080
5831,69.230766,17,1300
5833,0,125012,2600
5837,2.34375,35000,640
5838,52.272728,30000,2200
5846,11.75,2761,1000
5850,17.5,57182,960
5854,29.807692,159,2080
5856,7.554945,17340,1456
5864,16.826923,1,2080
5866,15,40460,2080
5868,15.295858,10,3380
5877,19.23077,3818,1820
5885,12.019231,161,2080
5891,27.472527,38623,1820
5897,24.725275,1,2912
5899,71.428574,162903,84
5900,12.745975,5,2236
5901,16.346153,4001,2080
5904,24.038462,6,2080
5906,20.396271,727,3432
5910,12.5,1,2080
5912,24.038462,58,1664
5913,26.331362,12000,3380
5914,21.634615,46431,2080
5919,16.826923,48370,2080
5924,21.978022,58,1820
5926,13.333333,4746,900
5927,44.71154,52243,2080
5932,26.442308,73388,2080
5933,17.222221,41054,1800
5936,16.826923,32002,2080
5937,44.23077,8018,2080
5938,21.153847,0,2080
5939,17.948717,33608,1560
5941,20.94017,76641,2340
5942,34.188034,51803,1404
5952,44.919872,150,3120
5953,34.188889,70749,2340
5958,13.675214,0,2340
5961,8.2840233,0,3380
5965,15.865385,0,2080
5976,9.6153851,17200,2080
5999,10,0,700
6006,28.846153,2340,2080
6010,10.149572,10,1872
6025,12.5,20102,2080
6026,8.333333,7200,840
6028,15.384615,1546,390
6029,36.923077,25710,2600
6030,19.23077,53160,2080
6032,4.8076925,84,2080
6037,11.778846,0,2080
6038,9.6153851,2400,2080
6039,9,19450,2340
6041,7.6923075,69508,1560
6042,17.307692,16,2080
6044,28.044872,32540,2496
6045,7.6935897,0,1560
6055,15.865385,66501,2080
6056,16.483517,39364,1820
6063,40.865383,105084,2080
6066,66.666664,75411,60
6067,13.333333,22500,375
6068,36.923077,60414,2600
6069,51.282051,204062,3120
6070,44.23077,75500,2600
6074,13.461538,15015,2080
6077,35.76923,5766,2600
6080,12.5,21500,2080
6082,14.423077,2,2080
6088,14.423077,41000,2080
6090,48.076923,133511,2080
6092,33.653847,26066,2080
6094,14.423077,2,2080
6096,55,14819,1000
6100,16.346153,112897,1040
6101,22.916666,105802,960
6102,37.5,5679,2080
6103,11.538462,0,2080
6104,532.21106,75551,2080
6106,20.770193,4432,2080
6107,31.25,3,2080
6109,11.538462,5036,520
6110,15.384615,27641,2080
6111,17.788462,179,2080
6112,20.09091,3016,2860
6113,52.884617,4000,2080
6114,11,140523,792
6116,12,33000,1000
6117,11,0,2080
6118,14.807693,35846,2600
6120,26.470589,520,2040
6123,43.26923,2800,2080
6124,21.866667,43024,1500
6127,87.912086,40394,1820
6128,12.820513,30162,1560
6129,19.23077,30002,1976
6130,26.442308,10402,2080
6132,34.412956,28012,1976
6133,41.826923,31271,2080
6134,19.23077,31221,2080
6135,11.538462,0,2600
6138,26.923077,68541,2600
6139,24.038462,20479,2080
6144,23.426573,11655,2860
6146,19.23077,29,2080
6148,17.243589,17161,1560
6159,13.736263,60012,1820
6169,10.149572,20049,1872
6172,26.442308,-5000,2080
6182,12.179487,10088,1560
6183,24.038462,120014,2080
6189,38.46154,388,2600
6196,48.076923,6022,2600
6198,48.076923,60808,2080
6200,63.10096,185810,1664
6208,0,122003,2940
6212,0,30000,1980
6217,44.642857,70814,1456
6220,55.28846,66362,2080
6228,0,82000,2250
6229,17.307692,159,2600
6233,15.384615,27,2860
6234,76.92308,0,2600
6236,134.61539,808,2600
6242,26.709402,75053,1872
6243,33.653847,346,2080
6244,30.76923,27011,2600
6245,29.411764,88679,2040
6246,0,25000,1040
6247,23.076923,70060,2600
6248,34.666557,60057,3068
6250,16.923077,56400,169
6260,9.0090094,0,444
6265,18.75,30011,2080
6266,52.884617,20387,2080
6269,12.019231,50,2080
6278,12.019231,23001,2080
6279,39.743591,60394,3120
6281,37.500961,17115,2080
6295,21.978022,58400,3640
6298,11.375,1245,1664
6299,38.46154,14113,2340
6301,60.096153,78234,2080
6302,44.642857,64009,1680
6304,7.2222223,11200,216
6305,40.064102,25010,3120
6307,25.213675,24848,2340
6308,7.0512819,9000,1560
6312,2.724359,0,1248
6317,27.64423,93770,2496
6319,17.307692,10400,1040
6320,264.42307,10040,2080
6321,16.666666,117074,600
6324,32.051281,43408,3120
6326,0,47003,1520
6329,21.923077,1,2600
6333,30.76923,50020,2600
6335,423.07654,1698,2600
6336,37.179485,75883,2340
6337,15.865385,3962,2080
6338,22.144522,52500,1716
6341,23.351648,31010,3640
6344,11.057693,20000,2080
6345,35.714287,23162,1260
6346,27.027027,52066,1924
6348,7.7838826,0,2184
6349,54.545456,340,2860
6350,134.61539,131145,2080
6355,69.230766,35605,2600
6360,30.46875,6,1280
